source_data_name,problem_type,difficulty,achievement_standard_code,achievement_standard_text,chapter_major,chapter_middle,chapter_minor,problem_subtype,question_text,question_with_options,question_image_bbox,answer,explanation,option_type,extraction_status,recovered_answer,answer_match,image_regions
S3_중등_2_001798,객관식,중,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 - 괄호와 동류항 정리,어떤 식에서 $2 a+\frac{1}{4} b+1$을 빼고 $b-5$를 더하였더니 $-a+b-7$이 되었다. 이때 어떤 식은?,어떤 식에서 $2 a+\frac{1}{4} b+1$을 빼고 $b-5$를 더하였더니 $-a+b-7$이 되었다. 이때 어떤 식은? ① $-3 a-\frac{3}{4} b+7$ ② $-3 a+\frac{3}{4} b-6$ ③ $a-\frac{1}{4} b+1$ ④ $a+\frac{1}{4} b-1$ ⑤ $a+\frac{1}{2} b$,"[[62, 20.42, 512, 275]]",④ $a+\frac{1}{4} b-1$,어떤 식을 $A$라고 하면 \[ A-\left(2 a+\frac{1}{4} b+1\right)+(b-5)=-a+b-7 \text { 이므로 } \] | $\begin{aligned} A & =-a+b-7+\left(2 a+\frac{1}{4} b+1\right)-(b-5) \\ & =a+\frac{1}{4} b-1\end{aligned}$,text,recovered,④ $a+\frac{1}{4} b-1$,True,
S3_중등_2_001799,객관식,중,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,단항식과 다항식의 계산 활용 - 도형 문제,오른쪽 그림과 같은 직사각형 $ABCD$가 있다. $\triangle \mathrm{DEF}$의 넓이를 구하시오.,"직사각형 $ABCD$이 있다. $CD$의 길이는 $x$, $AD$의 길이는 $y$, $BE$의 길이는 $3$, $BF$의 길이는 $2$이다. 사각형 내부에 점 $D$, $CD$0, $CD$1로 하는 삼각형이 있다.","[[347, 42.9, 532, 177.9]]",$x+\frac{3}{2} y-3$,$\triangle \mathrm{DEF}=($ 사각형 $ABCD$의 넓이) \[ \begin{array}{l} \quad \quad-(\triangle \mathrm{AED}+\triangle \mathrm{BFE}+\triangle \mathrm{CDF}) \\ =x y-\left\{\frac{1}{2} y(x-3)+\frac{1}{2} \times 2 \times 3+\frac{1}{2} x(y-2)\right\} \\ =x y-\left(\frac{1}{2} x y-\frac{3}{2} y+3+\frac{1}{2} x y-x\right) \\ =x y-\left(x y-x-\frac{3}{2} y+3\right) \\ =x y-x y+x+\frac{3}{2} y-3 \\ =x+\frac{3}{2} y-3 \end{array} \],,,,,
S3_중등_2_003878,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,1. 지수법칙,지수법칙 - 기본 성질 판별,"다음 중 옳은 것은(단, $a \neq 0$)?","다음 중 옳은 것은(단, $a \neq 0$)? ① $a^{3} \times a^{4}=a^{7}$ ② $a^{2}+a^{2}=a^{4}$ ③ $ a^{4}-a^{3}=a$ ④ $a^{6} \div a^{3}=a^{2}$ ⑤ $\left(a^{2}\right)^{3}=a^{5}$","[[36.6, 28.04, 600.2, 228.5]]",① $a^{3} \times a^{4}=a^{7}$,"① $a^{3} \times a^{4}=a^{3+4}=a^{7}$ ② $a^{2}+a^{2}=2 a^{2}$, ④ $a^{6} \div a^{3}=a^{6-3}=a^{3}$ ⑤ $\left(a^{2}\right)^{3}=a^{2 \times 3}=a^{6}$",text,recovered,① $a^{3} \times a^{4}=a^{7}$,True,
S3_중등_2_003879,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,$a^{12} \div a^{4} \div a^{3}$과 같은 것은?,$a^{12} \div a^{4} \div a^{3}$과 같은 것은? ① $a$ ② $a^{2}$ ③ $a^{3}$ ④ $a^{4}$ ⑤ $a^{5}$,"[[17.5, 16.39, 571.5, 173.39]]",⑤ $a^{5}$,$a^{12} \div a^{4} \div a^{3}=a^{12-4-3}=a^{5}$,text,recovered,⑤ $a^{5}$,True,
S3_중등_2_003880,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,$2 a b^{2} \times\left(3 a^{2} b\right)^{3}$을 간단히 하면?,$2 a b^{2} \times\left(3 a^{2} b\right)^{3}$을 간단히 하면? ① $6 a^{3} b^{3}$ ② $18 a^{6} b^{5}$ ③ $27 a^{6} b^{5}$ ④ $54 a^{7} b^{5}$ ⑤ $54 a^{7} b^{6}$,"[[23.3, 17.439999999999998, 630.9, 222.64]]",④ $54 a^{7} b^{5}$,$2 a b^{2} \times\left(3 a^{2} b\right)^{3}=2 a b^{2} \times 27 a^{6} b^{3}=54 a^{7} b^{5}$,mixed_with_image,recovered,④ $54 a^{7} b^{5}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [23.3, 184.84, 149.7, 222.64]}]"
S3_중등_2_003881,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,$12 x^{6} y^{5} \div 4 x y \div\left(-3 y^{2}\right)$을 간단히 하면?,$12 x^{6} y^{5} \div 4 x y \div\left(-3 y^{2}\right)$을 간단히 하면? ① $-x^{5} y^{2}$ ② $13 x^{6} y^{3}$ ③ $-x^{3} y^{2}$ ④ $x^{6} y^{3}$ ⑤ $x^{3} y^{4}$,"[[18.5, 17.92, 638.5, 176.5]]",① $-x^{5} y^{2}$,$\begin{aligned} 12 x^{6} y^{5} \div 4 x y \div\left(-3 y^{2}\right) & =\frac{12 x^{6} y^{5}}{4 x y} \div\left(-3 y^{2}\right) \\ & =\frac{3 x^{5} y^{4}}{-3 y^{2}}=-x^{5} y^{2}\end{aligned}$,text,recovered,① $-x^{5} y^{2}$,True,
S3_중등_2_003882,객관식,하,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 - 괄호와 동류항 정리,다음 식을 간단히 하면?,$(3 a-2 b+1)-2(a-b-2)$,"[[28.2, 68.64, 387.8, 106.84]]",① $a+5$,$\begin{aligned} & (3 a-2 b+1)-2(a-b-2) \\ = & 3 a-2 b+1-2 a+2 b+4 \\ = & a+5\end{aligned}$,,,,,
S3_중등_2_003883,객관식,하,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 - 괄호와 동류항 정리,$\left(2 x^{2}-3 x+1\right)+3\left(x^{2}+x-2\right)$을 간단히 하면?,$\left(2 x^{2}-3 x+1\right)+3\left(x^{2}+x-2\right)$을 간단히 하면? ① $3 x^{2}-3 x+5$ ② $2 x^{2}-5$ ③ $5 x^{2}-5$ ④ $5 x^{2}-x+3$ ⑤ $5 x^{2}-6 x+5$,"[[18.8, 15.54, 706.8, 224]]",③ $5 x^{2}-5$,$\begin{aligned} & \left(2 x^{2}-3 x+1\right)+3\left(x^{2}+x-2\right) \\ = & 2 x^{2}-3 x+1+3 x^{2}+3 x-6 \\ = & 5 x^{2}-5\end{aligned}$,mixed_with_image,recovered,③ $5 x^{2}-5$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [19.6, 126.4, 174, 169.6]}]"
S3_중등_2_003884,객관식,하,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 - 괄호와 동류항 정리,다음 중 바르게 전개한 식은?,다음 중 바르게 전개한 식은? ① $x(x-2)=x^{2}-2$ ② $a(a+b)=a^{2}+a b$ ② ③ $x^{2}(x-3)=x^{3}-3 x$ ④ $-2 x(x-y)=-2 x^{2}-2 x y$ ⑤ $-x(3 x-y+1)=-3 x^{2}+x y-1$,"[[25, 12.42, 504, 645.77]]",② $a(a+b)=a^{2}+a b$ | ②,① $x(x-2)=x^{2}-2 x$ ③ $x^{2}(x-3)=x^{3}-3 x^{2}$ ④ $-2 x(x-y)=-2 x^{2}+2 x y$ ⑤ $-x(3 x-y+1)=-3 x^{2}+x y-x$,mixed_with_image,recovered,② $a(a+b)=a^{2}+a b$ ②,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [70.28, 613.77, 106.28, 645.77]}]"
S3_중등_2_003887,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,1. 지수법칙,지수법칙 - 기본 성질 판별,다음 중 옳은 것을 모두 고르면?,ㄱ. $a^{m} \times a^{n}=a^{m+n}$ ㄴ. $a^{m} \div a^{n}=a^{m \div n}$ ㄷ. $\left(a^{m}\right)^{n}=a^{m n}$ ㄹ. $(2 a)^{n}=2 a^{n}$,"[[18.5, 65.91, 669.5, 284.91]]","② ㄱ, ㄷ | ②",$\begin{array}{l} \text { ㄴ. } a^{m} \div a^{n}=a^{m-n}(m>n) \\ \text { ㄹ. }(2 a)^{n}=2^{n} a^{n}\end{array}$,,,,,
S3_중등_2_003888,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,"$a^{2 x}=2$ 일 때, $a^{6 x}$의 값은?","$a^{2 x}=2$ 일 때, $a^{6 x}$의 값은? ① 4 ② 6 ③ 8 ④ 12 ⑤ 16","[[15.9, 21.93, 541.5, 162.4]]",③ 8,$a^{6 x}=a^{2 x \times 3}=\left(a^{2 x}\right)^{3}=2^{3}=8$,text,recovered,③ 8,True,
S3_중등_2_003889,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,다음 식을 간단히 하면?,$\left(-a^{4} b^{3}\right)^{2} \times\left(\frac{a^{2}}{b}\right)^{2} \times\left(\frac{b}{a^{3}}\right)^{3}$,"[[18.7, 57.24, 359.5, 165.24]]",④ $a^{3} b^{7}$,$\begin{aligned} & \left(-a^{4} b^{3}\right)^{2} \times\left(\frac{a^{2}}{b}\right)^{2} \times\left(\frac{b}{a^{3}}\right)^{3} \\ = & a^{8} b^{6} \times \frac{a^{4}}{b^{2}} \times \frac{b^{3}}{a^{9}} \\ = & a^{3} b^{7}\end{aligned}$,,,,,
S3_중등_2_003890,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 빈칸/역산 문제,"$24 x^{3} y^{5} \div \square \times x^{3} y=8 x y^{4}$ 일 때, $\square$안에 알맞은 식은?","$24 x^{3} y^{5} \div \square \times x^{3} y=8 x y^{4}$ 일 때, $\square$안에 알맞은 식은? ① $6 x y^{4}$ ② $3 x^{3} y^{3}$ ③ $3 x^{2} y^{4}$ ④ $6 x^{4} y^{2}$ ⑤ $3 x^{5} y^{2}$","[[17, 21.58, 681.8, 229.57]]",⑤ $3 x^{5} y^{2}$,$\square=24 x^{3} y^{5} \times x^{3} y \div 8 x y^{4}=3 x^{5} y^{2}$,text,recovered,⑤ $3 x^{5} y^{2}$,True,
S3_중등_2_003891,객관식,중,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,단항식과 다항식의 곱셈 전개,식 $a(2 a-3)-3 a(a+1)$을 간단히 하면?,식 $a(2 a-3)-3 a(a+1)$을 간단히 하면? ① $-a^{2}+6 a$ ② $a^{2}+6 a$ ③ $6 a$ ④ $a^{2}-6 a$ ⑤ $-a^{2}-6 a$,"[[30.16, 17.37, 607.83, 158.68]]",⑤ $-a^{2}-6 a$,$\begin{aligned} & a(2 a-3)-3 a(a+1) \\ = & 2 a^{2}-3 a-3 a^{2}-3 a=-a^{2}-6 a\end{aligned}$,mixed_with_image,recovered,⑤ $-a^{2}-6 a$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [262.12, 123.79, 431.19, 158.21]}]"
S3_중등_2_004040,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 빈칸/역산 문제,"$\left(a^{2}\right)^{3} \times\left(a^{3}\right)^{5}=a^{\square}$ 일 때, $\square$ 안에 알맞은 수는?","$\left(a^{2}\right)^{3} \times\left(a^{3}\right)^{5}=a^{\square}$ 일 때, $\square$ 안에 알맞은 수는? ① 13 ② 14 ③ 21 ④ 23 ⑤ 25","[[54.53, 13.78, 796.91, 94.61]]",③ 21,$\left(a^{2}\right)^{3} \times\left(a^{3}\right)^{5}=a^{2 \times 3} \times a^{3 \times 5}=a^{6+15}=a^{21}$,text,recovered,③ 21,True,
S3_중등_2_004045,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,$\left(a^{2} b\right)^{3} \times\left(a b^{2}\right)^{2}$을 간단히 하면?,$\left(a^{2} b\right)^{3} \times\left(a b^{2}\right)^{2}$을 간단히 하면? ① $a^{5} b^{7}$ ② $a^{6} b^{6}$ ③ $a^{8} b^{7}$ ④ $a^{8} b^{8}$ ⑤ $a^{10} b^{8}$,"[[41, 11.17, 816, 101]]",③ $a^{8} b^{7}$,$\left(a^{2} b\right)^{3} \times\left(a b^{2}\right)^{2}=a^{6} b^{3} \times a^{2} b^{4}=a^{6+2} b^{3+4}=a^{8} b^{7}$,mixed_with_image,recovered,③ $a^{8} b^{7}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [379.52, 60.45, 465.92, 100.13]}]"
S3_중등_2_004048,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 활용 - 도형 문제,다음 중 한 변의 길이가 $a^{2} b$ 인 정육면체의 부피는?,다음 중 한 변의 길이가 $a^{2} b$ 인 정육면체의 부피는? ① $a^{2} b^{3}$ ② $a^{4} b^{2}$ ③ $a^{4} b^{3}$ ④ $a^{6} b^{2}$ ⑤ $a^{6} b^{3}$,"[[44, 24.51, 803.8, 110.74]]",⑤ $a^{6} b^{3}$,$\left(a^{2} b\right)^{3}=a^{6} b^{3}$,mixed_with_image,recovered,⑤ $a^{6} b^{3}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [716.6, 68.34, 803.8, 110.74]}]"
S3_중등_2_004059,객관식,하,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,다항식과 단항식의 나눗셈,$32 a^{3} b^{7} \div\left(2 a b^{2}\right)^{3}$을 간단히 하면?,$32 a^{3} b^{7} \div\left(2 a b^{2}\right)^{3}$을 간단히 하면? ① $2 b$ ② $2 a b^{2}$ ③ $4 b$ ④ $4 a b^{2}$ ⑤ $4 a^{2} b^{2}$,"[[38.77, 12.69, 682.48, 84.97]]",③ $4 b$,$32 a^{3} b^{7} \div\left(2 a b^{2}\right)^{3}=\frac{32 a^{3} b^{7}}{8 a^{3} h^{6}}=4 b$,text,recovered,③ $4 b$,True,
S3_중등_2_004064,객관식,하,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 - 괄호와 동류항 정리,$5(a-2 b)-3(a-3 b)$를 간단히 하면?,$5(a-2 b)-3(a-3 b)$를 간단히 하면? ① $2 a-b$ ② $a-b$ ③ $2 a-2 b$ ④ $-2 b$ ⑤ $a$,"[[39.46, 17.95, 648.06, 85.26]]",① $2 a-b$,$\begin{array}{l}5(a-2 b)-3(a-3 b) \\ =5 a-10 b-3 a+9 b \\ =2 a-b\end{array}$,mixed_with_image,recovered,① $2 a-b$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [39.46, 57.95, 131.16, 85.26]}]"
S3_중등_2_004070,객관식,하,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,단항식과 다항식의 곱셈 전개,$x(x+3)+2 x(-x+1)$을 간단히 하면?,$x(x+3)+2 x(-x+1)$을 간단히 하면? ① $3 x^{2}+5 x$ ② $3 x^{2}-x$ ③ $-x^{2}+x$ ⑤ $-x^{2}-x$ $-x^{2}+5 x$,"[[39.73, 15.98, 707.09, 83.56]]",$-x^{2}+5 x$,$\begin{aligned} x(x+3)+2 x(-x+1) & =x^{2}+3 x-2 x^{2}+2 x \\ & =-x^{2}+5 x\end{aligned}$,mixed_with_image,recovered,$-x^{2}+5 x$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [462.35, 56.35, 577.14, 83.56]}]"
S3_중등_2_004073,객관식,중,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,다항식과 단항식의 나눗셈,$\left(5 x^{2}+3 x y\right) \div x-\left(12 x y-6 y^{2}\right) \div 3 y$를 간단히 하면?,$\left(5 x^{2}+3 x y\right) \div x-\left(12 x y-6 y^{2}\right) \div 3 y$를 간단히 하면? ① $x$ ② $x-y$ ③ $-x+2 y$ ④ $x+3 y$ ⑤ $x+5 y$,"[[38.97, 8.809999999999999, 690.69, 81.56]]",⑤ $x+5 y$,$\begin{array}{l}\left(5 x^{2}+3 x y\right) \div x-\left(12 x y-6 y^{2}\right) \div 3 y \\ =(5 x+3 y)-(4 x-2 y) \\ =5 x+3 y-4 x+2 y=x+5 y\end{array}$,mixed_with_image,recovered,⑤ $x+5 y$,True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [38.97, 51.55, 552.38, 80.9]}, {""class_name"": ""오답(이미지)"", ""bbox"": [38.97, 51.55, 552.38, 80.9]}, {""class_name"": ""오답(이미지)"", ""bbox"": [38.97, 51.55, 552.38, 80.9]}, {""class_name"": ""오답(이미지)"", ""bbox"": [38.97, 51.55, 552.38, 80.9]}]"
S3_중등_2_015302,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,다음 식을 간단히 하십시오. $6 a^{3} \div(3 a)$,다음 식을 간단히 하십시오. $6 a^{3} \div(3 a)$ ① $2 a^{3}$ ② $2 a^{2}$ ③ $6 a^{3}$ ④ $3 a^{2}$ ⑤ $2 a$,"[[14.88, 39.3, 261.13, 298.75]]",② $2 a^{2}$,주어진 식을 나눗셈으로 풉니다. | $6 a^{3} \div 3 a=\frac{6}{3} a^{3-1}=2 a^{2}$,text,recovered,② $2 a^{2}$,True,
S3_중등_2_015303,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,다음 식을 간단히 하십시오. $\left(-6 a b^{2}\right) \div\left(2 a^{2} b\right)$,다음 식을 간단히 하십시오. $\left(-6 a b^{2}\right) \div\left(2 a^{2} b\right)$ ① $-3 b$ ② $-3 b^{2}$ ③ -3 ④ $-3 a b$ ⑤ $3 b^{2}$,"[[10, 49.44, 263, 316]]",③ -3,$\left(-6 a b^{2}\right) \div\left(2 a^{2} b\right)=\frac{-6}{2} \cdot \frac{a}{a^{2}} \cdot \frac{b^{2}}{b}=-3 \cdot \frac{1}{a} \cdot b=-3$,text,recovered,③ -3,True,
S3_중등_2_015304,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,다음 식을 간단히 하십시오. ⑤ $12 x^{5} \div\left(4 x^{2}\right)$,다음 식을 간단히 하십시오. ⑤ $12 x^{5} \div\left(4 x^{2}\right)$ ① $3 x^{3}$ ② $3x^{2}$ ③ $4x^{3}$ ④ $4x^{2}$ ⑤ $6x^{3}$,"[[14.5, 47.44, 275.5, 323]]",① $3 x^{3}$,$12 x^{5} \div 4 x^{2}=\frac{12}{4} x^{5-2}=3 x^{3}$,text,recovered,① $3 x^{3}$,True,
S3_중등_2_015305,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,다음 식을 간단히 하십시오.,$(6)\left(-8 y^{3} z^{2}\right) \div\left(-4 y^{2} z\right)$,"[[9.08, 82.61, 246.12, 113.93]]",④ $2 y z$,$\left(-8 y^{3} z^{2}\right) \div\left(-4 y^{2} z\right)=\frac{-8}{-4} \cdot y^{3-2} \cdot z^{2-1}=2 y z$,,,,,
S3_중등_2_015306,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,다음 식을 간단히 하십시오. $3 a^{2} b^{3} \div(9 a b)$,다음 식을 간단히 하십시오. $3 a^{2} b^{3} \div(9 a b)$ ① $\frac{1}{3} a b^{2}$ ② $3 a b^{2}$ ③ $\frac{1}{3} a^{2} b^{3}$ ④ $\frac{1}{3} a b$ ⑤ $a^{2} b^{2}$,"[[12, 43.94, 228, 269.5]]",① $\frac{1}{3} a b^{2}$,$3 a^{2} b^{3} \div 9 a b=\frac{3}{9} \cdot a^{2-1} \cdot b^{3-1}=\frac{1}{3} a b^{2}$,text,recovered,① $\frac{1}{3} a b^{2}$,True,
S3_중등_2_015307,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,다음 식을 간단히 하십시오.,$\left(-\frac{3}{2} x^{4} y\right) \div\left(\frac{1}{4} x^{2} y^{2}\right)$,"[[56.27, 82.76, 277.07, 125.96]]",① $-6 x^{2} y^{-1}$,$\left(-\frac{3}{2} x^{4} y\right) \div\left(\frac{1}{4} x^{2} y^{2}\right)=-\frac{3}{2} \cdot \frac{4}{1} \cdot x^{4-2} \cdot y^{1-2}=-6 x^{2} y^{-1}$,,,,,
S3_중등_2_015308,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,다음 식을 간단히 하십시오.,⑨ $7 a^{3} b^{4} \div\left(-14 a^{2} b^{3}\right)$,"[[17.64, 83.28, 270.08, 122.43]]",① $-\frac{1}{2} a b$,$7 a^{3} b^{4} \div\left(-14 a^{2} b^{3}\right)=\frac{7}{-14} \cdot a^{3-2} \cdot b^{4-3}=-\frac{1}{2} a b$,,,,,
S3_중등_2_015309,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,다음 식을 간단히 하십시오 $\frac{-5 x^{3}}{2 y} \div \frac{-10 x^{2}}{3 y^{2}}$,다음 식을 간단히 하십시오 $\frac{-5 x^{3}}{2 y} \div \frac{-10 x^{2}}{3 y^{2}}$ ① $\frac{3 x}{4 y}$ ② $\frac{3 x}{2 y}$ ③ $\frac{3 x}{5 y}$ ④ $\frac{4 x}{5 y}$ ⑤ $\frac{x}{4 y}$,"[[18.43, 47.1, 277.5, 343.55]]",② $\frac{3 x}{2 y}$,$\frac{-5 x^{3}}{2 y} \div \frac{-10 x^{2}}{3 y^{2}}=\frac{-5 x^{3}}{2 y} \cdot \frac{3 y^{2}}{-10 x^{2}}=\frac{5 \cdot 3}{2 \cdot 10} \cdot x^{3-2} \cdot y^{2-1}=\frac{3 x}{2 y}$,text,recovered,② $\frac{3 x}{2 y}$,True,
S3_중등_2_015310,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,1. 지수법칙,지수법칙 - 기본 성질 판별,다음 중 옳지 않은 것은?,다음 중 옳지 않은 것은? ① $4 x \times 5 y=20 x y$ ② $2 x \times(-3 x)=-6 x^{2}$ ③ $(-x y)^{2} \times 2 x^{3} y=-2 x^{5} y^{3}$ ④ $\frac{4}{5} a^{3} \div(-2 a)^{3}=-\frac{1}{10}$ ⑤ $16 x^{5} \div\left(8 x^{6}\right)=\frac{2}{x}$,"[[17.5, 9.940000000000001, 363.5, 287.5]]",③ $(-x y)^{2} \times 2 x^{3} y=-2 x^{5} y^{3}$,"① $4 x \cdot 5 y=20 x y$, 맞음 ② $2 x \cdot(-3 x)=-6 x^{2}$, 맞음 ③ $(-x y)^{2}=x^{2} y^{2}$, 따라서 $x^{2} y^{2} \cdot 2 x^{3} y=2 x^{5} y^{3}$, 부호가 잘못되었음. ④ $\frac{4}{5} a^{3} \div(-2 a)^{3}=\frac{4}{5} \cdot \frac{1}{-8 a^{3}}=-\frac{1}{10}$, 맞음 ⑤ $16 x^{5} \div 8 x^{6}=\frac{16}{8} x^{5-6}=2 x^{-1}=\frac{2}{x}$, 맞음",mixed_with_image,recovered,③ $(-x y)^{2} \times 2 x^{3} y=-2 x^{5} y^{3}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [17.5, 163.94, 363.5, 197.94]}]"
